Company Name,City,Postal Code,Address,Industry,Country
Vidya Dayini Model High School,Hyderabad,500059,"Address : Plot No. 32, Rd No. 3, Yodagiri Nagar,    Opp Santosh Nagar,",...,India
Victory Graphik,Hyderabad,500012,"Address : 5-3-654/1/A, 1st Floor, Old Topkhana Road    Adjt Lane to Begum Bazar Police Station",...,India
Vicisoft Technologies Pvt Ltd,Hyderabad,500015,"Address : H.No. 3-42-41, 2nd Floor Samrat Colony,    West Maredpally",...,India
Viceroy Hotels Ltd,Hyderabad,500034,"Address : D.No.8-2-120/115/14, 5th Floor, Shangrila Plaza    Road No.2, Banjara Hills",...,India
Viaton Energy Pvt Ltd,Hyderabad,500082,"Address : 6-3-569/2, 1st Floor,  Rockdale, Somajiguda",...,India
Vertex Homes Pvt Ltd,Hyderabad,500072,"Address : Plot No 8/B, Nizampet Rd,    Kukatpally",...,India
Vertex Engineers,Hyderabad,500037,"Address : Plot B, Road No.5 IDA, Kukatpally",...,India
Versant Technologies Pvt Ltd (CBizOne India),Hyderabad,500084,"Address : 2nd Floor, 3 Cube Towers, Whitefield Road, Kondapur",...,India
Verinon Technology Solutions Ltd,Hyderabad,500016,"Address : # 1-10-98/36/1, Dwaraka Building    Dwarakadas Colony, Begumpet",...,India
Veratroniks,Hyderabad,500062,"Address : Unit No. C10 & C11/3, Electronics Complex    Kushaiguda, ECIL Post",...,India
Veon Consulting Pvt Ltd,Hyderabad,500034,"Address : 1749, Road No. 12,Banjara Hills",...,India
Ventureast,Hyderabad,500034,"Address : 8-2-546 , Sheesh Mahal , Road No. 7    Banjara Hills",...,India
Vensoft India Pvt Ltd,Hyderabad,500001,"Address : 8-3-248/1/7/26/2, Plot No. 26 Nagarjuna Hills    Punjagutta",...,India
VBC Ferro Alloys Ltd,Hyderabad,500004,"Address : 6-2-913/914, 3rd Floor, Progressive Towers",...,India
Vasavi College of Engineering,Hyderabad,500031,Address : 9-5-81 Ibrahimbagh,...,India
Vasathi Housing Ltd,Hyderabad,500034,"Address : Vasathi House, H.No. 8-2-269/S/41, Plot No. 41    Sagar Society, Banjara Hills,Road No. 2,",...,India
Vasantha Tool Crafts Pvt Ltd,Hyderabad,500055,"Address : 7-24/2, Pipe Line Road,    Subhash Nagar, Jeedimetla,",...,India
"Vasan Eye Care Hospital, Santhosh Nagar",Hyderabad,500059,"Address : Plot. No. 15, 17-1-382 / R / 15, APSRTC    Colony, Santosh Nagar, Saidabad",...,India
"Vasan Eye Care Hospital, Mehidipatnam",Hyderabad,500028,"Address : No.10-3-13, Famous Plaza    Mehidipatnam",...,India
"Vasan Eye Care Hospital, Kukatpally",Hyderabad,500072,"Address : No. 12, MIG, Dharmareddy Colony    Opp. J.N.T.U. Junction, Kukatpally Village",...,India
"Vasan Eye Care Hospital, Jubilee Hills",Hyderabad,500033,"Address : 1132/A, Road no. 36, Jubilee Hills",...,India
"Vasan Eye Care Hospital, Himayath Nagar",Hyderabad,500029,"Address : 3-6-611, Street No.8    Himayath Nagar",...,India
"Vasan Eye Care Hospital, Dilsukh Nagar",Hyderabad,500036,"Address : No.16-11-741/10/G/1, Moosarambagh    Saidabad Mandal, Dilsukh Nagar",...,India
"Vasan Eye Care Hospital, Begumpet",Hyderabad,500016,"Address : 1-10-44/1, Begumpet Main Road",...,India
"Vasan Eye Care Hospital, Ameerpet",Hyderabad,500073,"Address : No.8-3-903/A, Nagaarjuna Nagar Colony    Yellareddyguda, Ameerpet",...,India
"Vasan Eye Care Hospital, A S Rao Nagar",Hyderabad,500062,"Address : D. No.1-1-256/7, Srinivas Nagar Colony    Kapra Circle Kesara Mandal, A. S. Rao Nagar",...,India
Varun Motors Pvt Ltd,Hyderabad,500016,"Address : 1-10-177 Varun Towers, Near Flyover Opp HYD Public School, Main Road, Begumpet",...,India
VARSUN eTechnologies Pvt Ltd,Hyderabad,500081,"Address : Plot 13, Phase-II Kavuri Hills, Madhapur",...,India
Varshitha Concrete Technologies Pvt Ltd,Hyderabad,500033,"Address : 125A, Journalist Colony Jubilee Hills",...,India
Varsha Engineering Company,Hyderabad,500051,"Address : Plot No:128/3&4, Phase -2, Sector-1, Lane-4, Ida    Cherlapally",...,India
Vanpic Ports Pvt Ltd,Hyderabad,500034,"Address : Plot No. 96,Road No.2,Meenakshi Banjara ville,Banjara Hills",...,India
Vani Pharma Labs Ltd,Hyderabad,500034,"Address : II Floor, D. No. 8-2-269/S/4, Sagar Society, Road No.2, Banjara Hills",...,India
Vance and Health Pharmaceuticals Pvt Ltd,Hyderabad,500038,"Address : 201, Rama Residency, H.No. 7-1-414    Srinivasa Nagar (east), Sanjeeva Reddy Nagar",...,India
VAMA Industries Ltd,Hyderabad,500016,"Address : Greendale, 7-1-24/2/D,    Ameerpet",...,India
Valueshore Infotech Pvt Ltd,Hyderabad,500033,"Address : Plot 991/B, Road 48,Jubilee Hills",...,India
VAK Soft Solutions Pvt Ltd,Hyderabad,500033,"Address : 103 Pavani Suites Journalist Colony, Rd. No. 70    Jubli hills",...,India
Vajra InfraTech Pvt Ltd,Hyderabad,500033,"Address : Plot No. 33a Road No. 76,    Jubilee Hills",...,India
Vaishnaoi Hotel India Pvt Ltd,Hyderabad,500027,"Address : 3-2-848/1 Kachiguda Station Road,    Kachiguda",...,India
V3 Staffing Solutions,Hyderabad,500003,"Address : 314/A, 3rd Floor, Bhuvana Towers    Above CMR Shopping mall , S D Road",...,India
V ARKS Engineers Pvt Ltd,Hyderabad,500029,Address : H.No.3-6-569  Street 8    Himayatnagar,...,India
Utkata Soft Solutions Pvt Ltd,Hyderabad,500073,"Address : 8-3-960/11, Srinagar Colony Main Road",...,India
USM Business Systems Pvt Ltd,Hyderabad,500001,"Address : 3rd Floor, Sri Mahaan Heights, Plot No: 286/A    Road No: 12, Banjara Hills",...,India
Ushodaya Enterprises Pvt Ltd(Priya Foods),Hyderabad,500039,"Address : PLOT NO: A 1/1 (PART), BLOCK NO:3    IDA, UPPAL,",...,India
Ushodaya Enterprises Pvt Ltd (Eenadu),Hyderabad,500082,"Address : Ushodaya Publications, Eenadu Complex, Somajiguda",...,India
Uppal Ferrocast Pvt Ltd,Hyderabad,500039,"Address : C.9/3, I.D.A., UPPAL",...,India
Unix Technologies,Hyderabad,500034,"Address : Road No 2, Banjarahills",...,India
University College of Engineering,Hyderabad,500007,"Address : Osmania University,",...,India
"Unitedworld School of Business, Hyderabad",Hyderabad,500034,"Address : Municipal No.8-2-120/112/A/15 & 16,Road No.9    lane Opp.Chiranjeevi Blood Bank, Jubilee Hills.",...,India
Unique Inflatables Ltd,Hyderabad,500034,"Address : #489, Road no.12, Banjara Hills",...,India
Unique Aesthetics Pvt Ltd,Hyderabad,500034,"Address : #489, Road No.12, Banjara Hills",...,India
"Unicent Child Centric School, Nagole",Hyderabad,500036,"Address : Plot No.2-54/4, Vanasthali Hills,    Near Indu Aranya, Tattiannaram, Nagole,",...,India
Udai Healthcare Pvt Ltd,Hyderabad,500001,"Address : 5-9-94 Chapel Road,",...,India
UBN Qtech Solutions India Pvt Ltd,Hyderabad,500029,"Address : #408, 5th Floor, Sai Pragathi Towers, Himayath Nagar",...,India
Tycho Software Solutions Pvt Ltd,Hyderabad,500057,"Address : Tycho House No: 10 - 2 - 234 A Battery Lines    I.T.I Mallepally, Vijayanagar Colony Post,",...,India
Tyche Industries Ltd,Hyderabad,500033,"Address : C21/A, Road No-9, Film Nagar, Jubilee Hills",...,India
Tyche Chem Ltd,Hyderabad,500033,"Address : H.No.C-21/A, Road No.9,    Film Nagar, Jubilee Hills",...,India
TVASTA ID India Pvt Ltd,Hyderabad,500016,"Address : Door No. 1-10-71, 3rd Floor,    Lumbini Arcade, Begumpet,",...,India
Tvarita Consulting Pvt Ltd,Hyderabad,500034,Address : 205 & 208 White House Road No 13 Banjara Hills,...,India
Turbovent Industries Pvt Ltd.,Hyderabad,500038,Address : 8-3-214/21 Srinivasa Colony (West),...,India
"Tulip Inn, Hyderabad",Hyderabad,500001,"Address : 4-1-1001, Abids",...,India
Truth Labs,Hyderabad,500033,"Address : 402 Apoorva Towers    Opp. KBR Park Lane beside ING Vysya Bank Road # 2, Banjara Hills",...,India
Triniti Advanced Software Labs Pvt Ltd,Hyderabad,500003,Address : 1st Floor  Ashoka My Home Chambers  1-8-301 to 303    S.P. Road,...,India
Trikona Technologies Pvt Ltd,Hyderabad,500016,"Address : 7-1-58, Surekha Chambers,    Ameerpet",...,India
Trigeo Technologies Pvt Ltd,Hyderabad,500081,"Address : 944, Sri Swamy Ayyappa Colony, Madhapur",...,India
Trident Microfin Pvt Ltd,Hyderabad,500035,"Address : D.No : 11-8-15, MIG - 33, Shree Sai Arcade    1st & 2nd floors, Saroornagar",...,India
Travelspice.com,Hyderabad,500001,"Address : 5-9-225,Chirag Ali Lane,    Abids",...,India
Transstroy India Ltd,Hyderabad,500073,"Address : H No: 8-3-833/104, Main Road Srinagar Colony, opp- Tanvir Hospitals",...,India
Transmission Corporation Of Andhra Pradesh Ltd (APTRANSCO),Hyderabad,500082,"Address : Vidyuth Soudh, Khairatabad",...,India
TransGraph Consulting Pvt Ltd,Hyderabad,500082,Address : 6-3 655/2/1 A P Civil Suppliers Bhavan Lane    Somajiguda,...,India
Transecure Solutions Pvt Ltd,Hyderabad,500082,"Address : 103 Classic Court, 6-3-552/2 Erramanzil",...,India
Tradewell Securities Ltd,Hyderabad,500033,"Address : Plot # 1057-G,Road No 45    Jubilee Hills",...,India
Touch Homes Express Services Pvt Ltd,Hyderabad,500016,"Address : 6-3-1186/5/2    Lane beside Grand Kakatiya,Begumpet",...,India
Toshali Cements Pvt Ltd,Hyderabad,500038,"Address : 123 / 3RT, 2nd Floor,    Sanjeeva Reddy Nagar",...,India
Tirumala Travels Pvt Ltd,Hyderabad,500029,"Address : H. No.: 3-6-291/9, 1st Floor Tirumala Estates    Old MLA Quarters Road Opp. Petrol bunk Hyderguda",...,India
Tirumala Milk Products Pvt Ltd,Hyderabad,500033,Address : Tirumala Plot 120 kavuri Hills Ph-1 Madhavpur,...,India
Threshold Software Solutions Pvt Ltd,Hyderabad,500034,"Address : 310 B, Road no. 25, Jubilee Hills,    (Near Obul Reddy Public School),",...,India
Thirdi Digital,Hyderabad,500034,"Address : 8-2-270, Banjara Hills Rd#3    (Opp. Mosque)",...,India
ThinkSea Consulting India Pvt Ltd,Hyderabad,500081,"Address : Plot No 80, Above Federal Bank, 3rd  Floor,    Arunodaya Colony, Madapur,",...,India
Thermopads Pvt Ltd,Hyderabad,500082,"Address : 28, Nagarjuna Hills, Punjagutta,",...,India
Thermo Systems Pvt Ltd,Hyderabad,500082,"Address : 28, Nagarjuna Hills,    Punjagutta,",...,India
Thermo Cables Ltd,Hyderabad,500082,"Address : 28, Nagarjuna Hills, Punjagutta",...,India
The Yellow Chilli   Hyderabad,Hyderabad,500034,"Address : E 3 & 4, 4th Floor Kimtee Square, Road No 12    Banjara Hills",...,India
The Westin Hyderabad Mindspace ( Starwood Hotel ),Hyderabad,500034,"Address : Mindspace IT Park, Madhapur",...,India
The Wellcome Trust/DBT India Alliance,Hyderabad,500034,"Address : H. No. 8-2-684/3/K/19, 1st Floor    Road No. 12, Banjara Hills,",...,India
The Rural Development Foundation,Hyderabad,500033,"Address : 1286 Road No. 65, Jubilee Hills",...,India
The Ladder Consultants,Hyderabad,500028,"Address : 10-3-273/8/A, 1st Floor,    2nd Left after Crescent Hospital Opp to Aptech,Hi Kids School Building Humayun Nagar",...,India
The International School of Hyderabad,Hyderabad,502324,"Address : ICRISAT-Patancheru,",...,India
The Hyderabad Public School,Hyderabad,500016,"Address : 1-11-87 & 88  , S.P. Road, Begumpet",...,India
The Hackett Group,Hyderabad,500034,"Address : 8-2-120/112/88&89 1st Floor, Aparna Crest Road 2    Banjara Hills",...,India
The Golkonda Resort,Hyderabad,500075,Address : Sagar Mahal Complex Gandipet,...,India
The Golkonda Hyderabad,Hyderabad,500028,Address : Banjara Hills Masab Tank,...,India
The Digiquest Studio,Hyderabad,500033,"Address : Plot 69, Road # 72, Prashasan Nagar, Jubilee Hil",...,India
The Deccan Hospital,Hyderabad,500082,"Address : 6-6-903/A & B, Somajiguda",...,India
The Creek Planet School,Hyderabad,500043,"Address : Sy. No.437 & 438, Miyapur - Medchal Highway,    Bowrampet, Qutbhullapur Mandal,",...,India
The City Park Hotel,Hyderabad,500001,"Address : Chirag Ali Lane, Abids",...,India
The Apollo Health City,Hyderabad,500033,Address : Jubilee Hills,...,India
The Andhra Pradesh State Co Operative Bank Ltd (APCOB),Hyderabad,500001,Address : Troop Bazaar,...,India
"The Aga Khan Academy, Hyderabad",Hyderabad,501359,"Address : Survey No: 1/1, Hardware Park  Maheshwaram Mandal,    R.R. District",...,India
Tesync Technology Ltd,Hyderabad,500033,Address : Plot No 118 Journalist Colony Jubilee hills,...,India
Teqnium Consultancy Services Pvt Ltd,Hyderabad,500079,"Address : Plot #38, Old Gayatri Nagar, Phase 1",...,India
TenXLabs Technologies Pvt Ltd,Hyderabad,500032,"Address : Block A , IIIT Campus    Gachibowli",...,India
Tempus Infra Projects Pvt Ltd,Hyderabad,500033,"Address : 165/A, Road No. 13/A, Jubilee Hills",...,India
Teleparadigm Networks Ltd,Hyderabad,500027,"Address : 3-4-494/1, 3rd Floor, Genesis Towers    Barkatpura",...,India
Tejaswi Motors Pvt Ltd,Hyderabad,500081,"Address : 4/14, Opp Cyber Towers,KPHB Road,Madhapur,",...,India
Teegala Ram Reddy College of Pharmacy,Hyderabad,500079,"Address : 4-202, Meerpet  Saroornagar (M)",...,India
Tecra Systems Pvt Ltd,Hyderabad,500073,"Address : 8-3-961/B 5th Floor S.B.I. Building, Srinagar    Colony Main Road",...,India
Tecnics Integration Technologies Pvt Ltd,Hyderabad,500033,"Address : 1st Floor, Anshu Colors    Plot No. 70, Road No. 1, Jubilee Hills",...,India
Teckbond Laboratories Pvt Ltd,Hyderabad,500038,"Address : 23/C, LIGH  Vengala Rao Nagar",...,India
TechTotal Soft Systems Pvt Ltd,Hyderabad,500082,"Address : 001, TechTotal Hub Buildings, Panjagutta",...,India
Techno Brain,Hyderabad,500033,"Address : II Floor, S.V.Square, Road No.36    Jubilee Hills",...,India
TechAspect Solutions Pvt Ltd,Hyderabad,500081,"Address : The V, Mariner - B3, Plot No. 17    Software Units Layout, Madhapur",...,India
Team Engineers Advance Technologies India Pvt Ltd,Hyderabad,500039,"Address : Plot No: A-1/2/A, Industrial Park    IDA Uppal",...,India
Tci Finance Ltd(Gati),Hyderabad,500003,"Address : 1-7-293, M G Road",...,India
Tata Business Support Services Ltd,Hyderabad,500016,"Address : 1-8-371, Gowra Trinity, SP Road, Chiran Fort Lane, Begumpet",...,India
Tarantula.net India Pvt Ltd,Hyderabad,500038,"Address : 204, 2nd Floor Aditya Trade Center, Ameerpet",...,India
Tapadia Creative Pvt Ltd,Hyderabad,500003,"Address : 5-2-122/1, Susheela Bhavan, 1st Floor, R.P. Road",...,India
Tangent Solutions India Pvt Ltd,Hyderabad,500034,"Address : 8-2-681/3, Laxmi Cyber Center    Annexe Building, 1st Floor Road No. 12, Banjara Hills",...,India
Talwar Cars Pvt Ltd,Hyderabad,500034,"Address : 8-2-684/3/18, Plot No. 18 Banjara Green, Nr.    Reliance Digital Road No. 12, Banjara Hills,",...,India
Talwar Auto Garages Pvt Ltd,Hyderabad,500082,"Address : Concorde Apartmetn, Opp.Errum Manzil, Somajiguda",...,India
TalentSprint Educational Services,Hyderabad,500032,"Address : Block A,IIIT Campus,Gachibowli",...,India
Taksheel Solutions Ltd,Hyderabad,500089,"Address : Lanco Hills Technology Park Pvt Ltd    Survey No 201, Manikonda, Rajendra Nagar Mandal,",...,India
Taj Krishna Hotel (  * * * * * ),Hyderabad,500034,"Address : Road No 1, Banjara Hills",...,India
Taj Falaknuma Palace,Hyderabad,500012,"Address : Engine Bowli, Falaknuma",...,India
Taj Deccan (Taj Group),Hyderabad,500034,"Address : Road No. 1, Banjara Hills",...,India
Taj Banjara (Taj Group),Hyderabad,500034,"Address : Road No. 1, Banjara Hills",...,India
Taashee Linux Services,Hyderabad,500063,"Address : 2nd Floor, Damayanthi Chambers,    Above Canara Bank,  Hill Fot Road, Adarshnagar",...,India
System Soft Technologies,Hyderabad,500038,Address : Swarna Jyothi Complex 3rd Floor Suite 306    Ameerpet,...,India
Syno Pack India,Hyderabad,500037,"Address : Plot No. 39-6/7/8, Sanjay Gandhi Nagar    Near Gandhi Nagar, Balanagar",...,India
Synergy Computer Solutions Intl Ltd,Hyderabad,500032,"Address : MJR Magnifique, Ground Floor, Unit No: 01 Survey Number 75&76    Nanakramguda X Roads, Raidurgam Navkhalasa",...,India
Symphony Software Pvt Ltd,Hyderabad,500082,"Address : 4th Floor, Challa Chambers    Kapadia Lane, Raj Bhavan Road, Somajiguda",...,India
Symchem Research Labs Pvt Ltd,Hyderabad,500076,"Address : Adj to F-6, Road No 18    IDA Nacharam",...,India
Swift Staffing Solutions Pvt Ltd,Hyderabad,500082,"Address : 418 Maheshwari Chambers, Somajiguda",...,India
Swetha Industries,Hyderabad,500018,"Address : C-22, A.P.I.E., Sanathnagar,",...,India
Swasa Hospital,Hyderabad,500029,Address : Opposite Universal Backery and Beside TTD Temple    Himayath Nagar Main Road,...,India
"Swarup Eye Centre,Punjagutta",Hyderabad,500082,"Address : #145,Dwarakapuri Colony,    Punjagutta",...,India
"Swarup Eye Centre,Chapel Road",Hyderabad,500001,"Address : #5-9-163,Chapel Road    Near Staneley College,Abids",...,India
Swanpack Packaging Machines Pvt Ltd,Hyderabad,500051,Address : Plot No 12 Phase-4 IDA Cherlapally,...,India
Swamy Plastics,Hyderabad,500051,Address : 6/A IDA Chellapally Phase 5,...,India
Swagath Urethane Pvt Ltd,Hyderabad,500062,"Address : 27, E.C. Extension, IDA Kushaiguda",...,India
Swagath Residency,Hyderabad,500081,"Address : Above Chevrolet Showroom,    Kondapur Main Road, Cyberabad",...,India
Swagath Grand Hotel,Hyderabad,500007,Address : Opp. CCMB Habsiguda,...,India
SVNT Infotech Pvt Ltd,Hyderabad,500007,"Address : House No: 80 - 20 - 8A, Ravindra Nagar Colony    Habsiguda",...,India
Suvarna Technosoft Pvt Ltd,Hyderabad,500016,"Address : Plot Number 8, 2nd Floor    Lane Opp. Chandana Brothers , Durga Nagar, Ameerpet",...,India
Suvan Steels Pvt Ltd,Hyderabad,500001,"Address : 4-1-970, C-309 Upasana Building    Ahuja Estate , 3rd Floor Abids",...,India
Suryachakra Global Enviro Pvt Ltd,Hyderabad,500033,"Address : Plot No.304 L-III, Road no.78 Jubilee Hills",...,India
Surya Adsystems Pvt Ltd,Hyderabad,500016,"Address : Suryavani Ville, C-23, Gaganvihar Colony    Begumpet",...,India
Suresh Productions Pvt Ltd,Hyderabad,500033,"Address : Ramanaidu Studios, Filmnagar,    Road 79 Jubilee Hills",...,India
Super Pack Packaging Machines Pvt Ltd,Hyderabad,500051,"Address : 208/3, Phase 2, IDA, Cherlapally",...,India
SUNXCHANGE Pvt Ltd,Hyderabad,500082,"Address : 6-3-1086/2,Road No.12, Gulmohar Avenue,Rajbhava    Road",...,India
Sunshine Preschool,Hyderabad,500082,"Address : 2nd Floor, Lake Shore Towers    Rajbhavan Road",...,India
Sunrise International Labs Ltd,Hyderabad,500051,"Address : Plot No 100, Phase-II  IDA, Cherlapally",...,India
Sunripe Agro Products Ltd,Hyderabad,500020,"Address : 103, Arihant Ashoka, 1-10-11, Street No. 4    Ashok Nagar",...,India
Sunita Jewels,Hyderabad,500016,"Address : 1-11-254/11/1, 302, Maruti Basera,    Motilal Nehru Nagar, Street No.2. opp B & C Begumpet",...,India
Sungrace Energy Solutions Pvt Ltd,Hyderabad,500076,"Address : F4,Road No12,IDA Nacharam",...,India
Sunera Technologies Pvt Ltd,Hyderabad,500039,"Address : Block I, Floor III, NSL Arena, Uppal",...,India
Sun Marss Technologies,Hyderabad,500016,"Address : New HUDA Mythri Vihar,  # 407, 4th Floor, Beside    Aditya Trade Centre, Ameerpet",...,India
"Sun Institute of Technology and Management, Hyderabad",Hyderabad,500048,Address : 1-9-8-1/1 Beside State Bank of Hyd    Ramnagar VST Cross Roads Near RTC Cross Roads,...,India
Sumudra Technologies Pvt Ltd,Hyderabad,500050,"Address : Flat No: 304, Sai Ranga Bhaskar Residency, Near    Sairanga Theatre, Miyapur",...,India
Sumathi Satakam Technologies Pvt Ltd,Hyderabad,500016,"Address : 7-1-19/5 , Flat 101, Jyothi Bhopal Chambers    Begumpet",...,India
Sumadhura Geomatica Pvt Ltd,Hyderabad,500020,"Address : 1-2-607/54/7, SBH Colony, Behind Dbr Mills, Gandhi    Gandhi Nagar",...,India
Sum Total Systems India Pvt Ltd,Hyderabad,500081,"Address : 7th Floor, Maximus Towers,Building 2B, Mindspace Raheja IT Park,Cyberabad,",...,India
Sultan ul Uloom Education Society,Hyderabad,500034,"Address : Mount Pleasant, 8-2-249 to 267, Road No. 3    Banjara Hills",...,India
Sujana Universal Industries Ltd (Sujana Group),Hyderabad,500082,"Address : 18, Nagarjuna Hills, Panjagutta",...,India
Sujana School of Business,Hyderabad,500081,"Address : Road No :2,Czech Colony,    Opp: Gokul Theatre,Erragadda,Hyderabad.Andhra Pradesh",...,India
Sujana Energy Ltd,Hyderabad,500038,Address : 601 A Astral Heights Building  Road no1 Banjara Hills,...,India
Suchitra Academy,Hyderabad,500067,"Address : Suchitra Centre, Near Bowenpally",...,India
Structural Solutions Pvt Ltd,Hyderabad,500029,"Address : 4th Floor, Sudheer Tapani Towers    Himayath Nagar",...,India
StrideInfo Consultancy Services,Hyderabad,500082,"Address : Flat no: 403, B-block Central Court Apartment    Somajiguda",...,India
Stravis IT Solutions Pvt Ltd,Hyderabad,500081,"Address : MJR Arcade, 4th Floor,    Plot No:1000 Gurukul Society, Khanamet, Madhapur",...,India
Strabus Software Solutions Pvt Ltd,Hyderabad,500016,"Address : 1-10-63/7, Flat No 52, Street No 2, Lane No. 2 Chikoti Gardens, Begumpet",...,India
Storm Consulting Group,Hyderabad,500038,"Address : 3rd floor, Jasti Towers    Above Karur Vysya Bank, S.R Nagar",...,India
Stone Profit Systems,Hyderabad,500084,"Address : Plot No: 284/285 Raja Rajeswari Nagar, Kondapur    Shilpa Park,Kondapur",...,India
Stay In Touch Mobile,Hyderabad,500026,Address : 1/3 Jewel Residency East    Marredpally,...,India
Star Hospitals,Hyderabad,500034,"Address : 8-2-596/5, Road No. 10    Banjara Hills",...,India
Stamped Capital Ltd,Hyderabad,500034,"Address : Plot No 1, JR Towers, 2nd Floor Road No 2    Banjara Hills",...,India
St. Peters International Residential School,Hyderabad,500014,Address : Adjacent to St.Peters Engineering College    Opp Forest Academy Near Kompally NH-7,...,India
St. Jude Medical India Pvt Ltd,Hyderabad,500016,"Address : House No. 1-11-250/A, Matarani Sensation Building,    (Lane Beside Syndicate Bank), Begumpet,",...,India
St. Josephs Public School,Hyderabad,500007,Address : 8-11 Ravindranagar colony Habsiguda,...,India
St. Alphonsa College of Education,Hyderabad,500038,"Address : H-19, Madhura Nagar",...,India
St Anns High School,Hyderabad,500057,Address : Vijaya Nagar Colony,...,India
SSJ Engineering College,Hyderabad,500075,"Address : Vattinagulapally, Gandipet    Ranga Reddy",...,India
SRS Business Solutions India Pvt Ltd,Hyderabad,500029,Address : 503 Sai Datta Arcade Himayath Nagar,...,India
Srinivasa Foods and Feeds Pvt Ltd,Hyderabad,500033,"Address : Plot #1028, Road #45, Jubilee Hills",...,India
Srinidhi International,Hyderabad,500 075,"Address : Aziznagar, Moinabad,",...,India
Srini Infotech Pvt Ltd,Hyderabad,500028,"Address : 12-1-331/24/A, Dattatreya Colony, Asif Nagar",...,India
Srikari Impetus Solutions Pvt Ltd,Hyderabad,500020,"Address : Street No 12 No.202, Y.S. Rao Chambers Ashok Nagar",...,India
Srikari Impetus Solutions Pvt Ltd,Hyderabad,500020,"Address : 3rd Floor, Y.S.Rao Chambers Street No 12    Ashoknagar",...,India
Srikari Impetus Solutions Pvt Ltd,Hyderabad,500020,"Address : Street No 12 No.202, Y.S. Rao Chambers Ashok Nagar",...,India
Sridevi Infertility and Test Tube Baby Centre,Hyderabad,500020,"Address : 1-10-224/A, Ashoknagar X Roads",...,India
Sri Vyjayanthi Labs Pvt Ltd,Hyderabad,500072,"Address : MIG-11, Balaji Nagar Housing Board    Kukatpally Village",...,India
Sri Vishnu Explosives Pvt Ltd,Hyderabad,500015,Address : Sudarshan 18 Priya Colony    Phase 1 Near Aoc Center,...,India
Sri Lalita Cement Industries Ltd,Hyderabad,500004,"Address : Flat No 301, Summit House, 5-10-188/2    Hill Fort Road, Hill Fort Road",...,India
Sri Aurobindo International School,Hyderabad,500044,Address : 2-2-4/1 O.U.Road Vidyanagar,...,India
Sreeven Infocom Ltd,Hyderabad,500038,"Address : Suit #605A, STPI, HUDA, Maitrivanam, S. R. Nagar",...,India
Sreepathi Pharmaceuticals Ltd,Hyderabad,500033,"Address : Plot No.22 B,  H.No.8-2-293/82/A/22/B    Road No.2, Jubilee Hills",...,India
Sreenidhi International School,Hyderabad,500034,"Address : Aziznagar, Moinabad",...,India
Sree Vensai Projects Ltd,Hyderabad,500029,"Address : 3rd Floor, Sriman Aishwarya Towers, Indira Park Road,Opp: NTR Stadium",...,India
Sree Rajadhani Residential School,Hyderabad,500090,"Address : 2-79, Rajadhani Vidya Nager, Nizampet, Kukatpally",...,India
Sree Netralaya Eye Hospital,Hyderabad,500035,"Address : 11-9-1, Vimal Complex, Opp.Kothapet Bus Stop    Dilsukhnagar",...,India
Sree Nakshatra Global Soft Pvt Ltd,Hyderabad,500033,"Address : ENNAR Excellency,Plot No 13/1,    HUDA Techno Enclave, Sector 1,Madhapur",...,India
Sree Lakshmi Prasanna Pictures,Hyderabad,500081,"Address : MB Corporation,    Plot No: 36, Shilpi Valley, Madhapur",...,India
Sree Engineering Works,Hyderabad,500011,"Address : 7-1-1/C, Phool Bagh, Ferozguda, Bowenpally,",...,India
Sree Durga Estates,Hyderabad,500038,"Address : 3rd Floor, Sai Surya Tata Towers    D.No: 8-3-214/22/S",...,India
SRC Laboratories Pvt Ltd,Hyderabad,500037,"Address : Flat No: 5-9-262/2/1    Rajiv Gandhi Nagar,  Prashant Nagar, Kukatpally",...,India
Sravani Labs Ltd,Hyderabad,500034,Address : 5-2 Pent House IndiraDhanush Pavani Estate Road no- 2 banjara Hills,...,India
Spry Resources India Pvt Ltd,Hyderabad,500016,"Address : 4th Floor, My home Tycoon Greenlands, Begumpet",...,India
Sproutamints Super Foods Pvt Ltd,Hyderabad,500011,Address : 7-8-273 /1 Gautam Nagar Firozguda,...,India
Spark Hospitals,Hyderabad,500039,"Address : Plot No. 2&3 Beside Axis Bank    Peerzadiguda, Near Uppal",...,India
Sparc CyberTech Pvt Ltd ( Anyrequirement.com ),Hyderabad,500034,Address : 8-2-120/76 Plot No 89 Road no. 2    Banjara Hills,...,India
Spansules Pharmatech Pvt Ltd,Hyderabad,500072,"Address : Plot No.59,G-3,Srivenkateswara Towers    Bhagyanagar Colony, Opp.KPHB",...,India
Spandana Sphoorty Financial Ltd,Hyderabad,500032,"Address : Plot No. 79.Vinayak Nagar, Care Crystal,    Near Spencer,Super Market,Gachibowli",...,India
SP Software Pvt Ltd,Hyderabad,500081,"Address : Thrushna    Software Units Layout Infocity, Madhapur",...,India
South Asian Agro Industries Ltd (SAAIL),Hyderabad,500033,"Address : Suryachakra House, Plot No. 304-L-III, Road No. 78, Jubilee Hills",...,India
Soma Enterprise Ltd,Hyderabad,500034,"Address : 2, Avenue 4, Banjara Hills",...,India
Solvosol Paints Pvt Ltd,Hyderabad,500055,"Address : D-10, Phase-I, IDA Jeedimetla",...,India
